Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Collision,pred
1,1,3,1,1,3,B,76.76927149424962,88.28830757145836,D,0,D,0,1,1,1,2,2,B,18.12890799187127,17.594157735785455,B,0,A,Нет,0
1,1,5,0,5,5,B,10.857728574521374,9.671274812488306,A,1,A,1,1,3,1,4,3,D,42.85424740132828,41.68927730844983,C,1,D,Нет,0
1,1,1,0,5,1,B,81.32366318185963,15.6240735264916,A,1,D,1,0,1,0,2,1,A,17.128002065203273,19.01516301679045,A,0,A,Нет,0
0,1,4,1,3,3,C,36.44337981699884,49.06673464406335,A,0,A,0,0,4,0,1,2,D,98.02739406335807,35.775137786982214,C,1,B,Нет,0
0,0,5,0,2,2,D,84.19266363951638,52.39336062006399,C,1,B,1,0,2,0,1,2,D,28.14275754252411,0.6118663282361436,D,1,A,Нет,0
0,0,4,0,2,1,A,23.718784243304796,61.22901298575596,B,0,C,1,1,3,0,5,5,C,96.15224375535036,8.326745063232954,D,1,D,Нет,0
0,0,5,1,5,1,A,87.6615791173197,14.601918890932918,A,0,B,0,0,2,0,1,4,B,35.598372216542664,88.94854687679953,A,1,A,Нет,0
1,1,3,0,2,1,A,35.24667175974573,91.07485173977004,D,1,B,1,1,2,1,2,4,C,91.70432153466233,73.61391134276536,B,0,D,Нет,0
1,0,3,1,2,1,A,4.982048906868952,14.31245115004346,D,0,C,0,1,2,0,3,1,C,86.4606887678069,84.07845266722738,D,0,C,Нет,0
0,0,5,1,1,5,D,46.31544538067296,4.299769191800107,A,1,D,0,0,3,1,4,3,B,66.2755737040281,8.102998316474297,D,1,C,Нет,0
0,0,3,1,5,1,B,81.7856302385359,36.305917191561846,D,0,A,0,1,2,1,4,3,B,95.9145820590654,83.63870373937978,A,0,B,Нет,0
1,1,4,0,2,3,C,41.62708103405743,28.8734551845257,A,1,C,0,0,5,1,4,1,C,1.1408261268916808,58.06709844025837,B,0,B,Нет,0
1,0,5,0,2,2,D,58.09727392152223,54.40065143501533,A,1,D,0,0,5,0,1,1,C,22.47296991049108,25.30226553412248,D,1,C,Нет,0
1,1,4,0,5,1,B,55.699684418236494,83.75281486930609,A,1,D,1,1,3,1,3,1,C,21.07832687492117,95.26869062851416,D,0,B,Нет,0
0,0,3,0,4,3,B,16.585904608154312,80.85575786361117,D,0,B,1,0,5,0,5,3,A,64.2215883908769,1.1262476216394646,A,0,A,Нет,0
1,1,2,0,1,5,A,91.95892978024456,35.75114086263247,D,1,D,1,1,4,0,4,1,A,63.93558798009951,88.0569871407785,B,0,C,Нет,0
1,1,2,1,2,2,A,45.32479118320092,89.55993672395508,C,1,B,0,0,3,1,4,1,C,84.993544925323,34.97393443700838,D,1,B,Нет,0
1,0,1,0,2,3,A,12.49853254820098,88.61767775964786,A,0,D,0,1,1,1,4,3,D,8.738136472506596,99.89750808091608,D,1,C,Нет,0
0,0,4,1,2,2,A,69.59502366283412,84.53257235479924,A,0,C,0,1,1,0,3,4,B,4.676628560824236,82.07117048374937,C,1,C,Нет,0
0,1,3,1,3,5,D,84.57973540815053,59.75600655255832,B,1,A,0,0,5,1,3,2,B,58.74240570089426,11.970683046423304,C,1,D,Нет,0
1,1,1,0,3,3,D,53.92812992156565,50.45691803843248,A,1,B,0,0,1,1,3,3,C,7.753538974191631,0.3585186805793228,A,1,B,Да,0
0,1,3,1,1,3,B,85.43070650302637,97.088590952172,B,1,B,1,1,1,1,3,1,D,32.570799436760446,62.77365546817704,C,0,D,Нет,0
1,1,2,1,3,3,B,65.7238778103267,52.261747550794446,B,0,C,0,1,2,1,3,3,C,19.894731512282217,73.37357566740317,A,0,C,Да,0
1,0,2,0,2,1,D,64.64321198195722,23.14473477114931,C,0,D,0,1,1,1,2,1,A,51.209895881756616,20.008473534278025,A,1,C,Нет,0
0,0,1,0,2,5,D,60.39685726732844,22.551167183887166,A,1,B,0,0,5,1,3,4,B,53.609842130022834,27.402252266818973,C,1,A,Нет,0
1,0,4,0,3,4,B,48.23744640359845,86.33997983775868,C,1,C,1,0,3,0,4,4,C,43.24152471372688,72.77685896461065,B,1,B,Нет,0
1,1,4,0,1,3,A,84.66583534501304,50.73507231975032,B,0,C,1,1,2,1,2,3,B,48.07540918454954,66.76714822823557,D,0,D,Нет,0
0,0,1,1,2,1,D,66.32916752782559,45.24154404048468,B,0,A,1,0,3,1,3,2,D,12.688372644555912,78.68989943534793,A,0,B,Нет,0
1,1,5,0,4,5,B,69.04583657566309,77.88324281720135,A,0,D,1,0,1,0,5,4,A,14.390918675398687,74.84714424093234,B,1,D,Нет,0
0,0,5,1,4,5,D,17.277231330846476,22.694354938023,C,1,B,1,1,3,1,4,3,B,90.87990142237943,13.755796210180904,B,1,D,Нет,0
1,1,1,0,3,4,B,43.11062649107916,78.65350700888874,C,0,A,0,0,5,1,1,3,D,52.281226867196416,90.22406299396172,D,1,D,Нет,0
0,0,3,1,2,5,C,99.67274414889036,41.04422890896794,C,0,B,1,0,5,0,1,4,B,5.261771614489419,50.77618819775584,D,1,D,Нет,0
0,1,2,1,5,2,C,25.452780832239963,2.239804685294411,D,0,C,0,0,1,1,4,2,D,13.43706944402605,0.082599804053407,B,0,C,Нет,0
0,0,2,0,2,3,D,32.7262833944568,20.42498278526984,C,0,B,0,1,5,0,3,4,B,80.49586121711923,99.41729827535605,A,0,C,Нет,0
1,0,3,0,2,2,B,63.93596230002829,94.1033212191981,D,0,C,0,1,1,1,2,1,A,68.40966390664894,61.68036899649282,B,1,B,Нет,0
0,0,5,0,5,2,D,26.52124903709996,31.127628315254697,B,0,C,0,0,2,1,5,5,A,78.46450613410727,49.11804385995258,A,1,C,Нет,0
1,0,1,0,5,2,B,84.67874205230495,24.325782799523637,B,1,D,1,0,2,0,1,2,C,9.984782470677311,47.9468382481413,B,0,B,Нет,0
0,1,4,1,1,4,B,0.8945560129863583,69.65136443221185,D,1,A,0,0,3,1,4,1,A,31.12468641581867,11.375113045237285,A,1,D,Нет,0
0,0,4,1,1,3,D,20.62506321983043,93.24510652813936,B,1,A,0,0,3,0,2,4,D,53.78303934883154,22.062350219826865,B,0,B,Нет,0
0,1,4,1,1,3,C,4.394519931977614,75.4204521698882,A,1,B,1,1,1,0,1,3,A,76.6340602648125,16.119384598112852,C,0,C,Нет,0
0,1,4,1,4,1,A,65.27893697294118,3.7850964702689223,C,1,B,1,0,1,1,5,3,A,77.78935192488021,23.960203468929475,C,1,A,Нет,0
1,1,1,0,3,4,D,73.8261633106923,68.48692497302797,D,1,C,1,1,2,1,2,1,D,17.192089638481136,71.85952698771773,D,0,B,Нет,0
0,0,4,1,3,2,B,65.28024739277042,69.5913860735172,C,1,D,1,0,2,1,2,4,C,35.442933129875364,52.701017047214464,A,1,A,Нет,0
0,0,4,0,5,3,A,7.70070376806461,49.130791714893306,C,0,B,1,1,4,0,2,1,D,2.21550225753574,90.55548559493764,D,0,A,Нет,0
1,1,1,0,2,4,A,40.01250587041603,10.048889392457047,B,0,B,0,0,5,0,3,3,C,46.74942346597706,9.966446415230168,C,1,C,Нет,0
1,1,3,1,2,4,B,94.59675649428014,11.439414215242838,A,1,D,0,1,2,0,1,5,B,81.64929390556452,8.466263956797015,D,1,A,Нет,0
0,1,4,0,5,4,C,37.93901329950196,27.89829881010392,D,0,C,0,1,3,1,5,4,D,75.7865747896213,87.93749086187258,B,0,B,Нет,0
1,0,4,0,4,4,B,44.6632824956527,81.0377372874797,A,1,C,0,0,2,0,1,5,D,57.081027973693935,55.27602708076786,B,1,D,Нет,0
0,0,2,1,2,5,A,66.73044311688365,18.645282346450443,B,0,B,0,0,2,0,2,2,D,67.39778204372914,84.57661233229003,B,0,D,Да,0
0,0,5,0,1,4,A,27.310855669295176,1.3021082642490025,A,1,A,1,1,3,0,5,2,B,43.85614617201327,32.41190453843681,C,0,C,Нет,0
0,1,5,0,3,4,C,92.86132481675536,0.5780604795688316,B,1,D,1,1,4,0,4,4,A,60.405030618131526,64.97604979098364,B,1,D,Да,0
1,0,1,1,3,1,B,73.86448543242182,10.650612990692132,B,0,C,0,1,5,1,1,2,C,84.02845530795211,22.382262322146083,B,1,C,Нет,0
0,0,1,1,3,2,A,91.84661882871204,95.81770695866685,B,0,A,0,0,5,1,1,4,A,84.70144661078619,47.96610084097267,D,1,D,Нет,0
1,0,2,1,4,1,A,10.640053483483204,82.42606350554662,D,0,C,1,1,5,1,2,4,B,26.265999293837204,96.78733679475606,D,1,C,Нет,0
0,1,3,0,3,4,D,54.25207894302402,55.764399630529205,D,1,A,1,0,1,1,1,2,B,21.610539315151232,24.58457410801828,B,0,B,Нет,0
0,0,4,0,2,3,D,24.816979986804256,54.94844255951905,C,0,D,1,1,1,1,4,5,A,66.26104592641295,46.71933506254622,C,0,B,Нет,0
1,1,1,0,3,4,A,81.94073627234957,2.766056998784283,C,0,B,0,1,3,0,1,5,A,45.03658636775122,53.12422576482484,B,0,A,Нет,0
1,1,4,0,2,1,A,47.02065637910723,5.715677285728049,A,0,C,0,0,5,0,5,2,C,4.1523358976382045,22.015946765540527,B,1,B,Нет,0
1,1,3,0,2,2,A,36.44504171181553,98.92813011114067,C,1,A,0,0,5,0,3,1,C,68.03152661240173,75.48260999950493,C,1,D,Нет,0
0,1,2,0,1,4,A,89.00323402386815,63.26558200497736,C,1,B,1,1,1,1,5,2,C,41.97600299920027,46.72556334975655,A,1,C,Нет,0
1,0,1,0,3,5,C,78.14062335537314,39.21991599726354,B,1,C,1,0,3,0,3,1,A,8.297323921037869,84.48528415030125,D,1,C,Да,0
0,0,5,1,4,4,B,13.308148550342755,42.78575193308035,B,0,C,1,0,1,1,5,5,B,88.06239116226986,0.4848743448976678,C,0,B,Нет,0
1,1,3,0,2,2,A,86.45013341698163,29.481091025321337,D,0,C,1,1,1,0,3,3,C,50.90679337923426,88.52846488668816,A,1,B,Нет,0
0,1,1,0,5,5,A,82.2569793528227,47.911560054542726,D,0,C,1,0,3,0,1,3,A,14.337243715087777,55.5288608911228,A,1,D,Нет,0
1,1,2,1,3,1,D,11.35488752128656,76.78483145745597,D,0,A,0,1,2,0,2,3,B,4.436920064663019,88.31466933402078,B,0,A,Нет,0
0,0,4,0,4,2,C,29.76090335622087,15.699273519697766,C,1,A,0,0,1,1,5,3,B,13.177959208332757,84.9302324386209,B,0,A,Нет,0
1,1,2,1,5,4,D,50.06421398999239,74.37584578736887,B,1,A,1,1,5,0,1,3,D,57.848341741162656,65.68030185571942,A,0,D,Нет,0
0,1,2,1,5,4,A,53.23953351383624,67.98163144353244,B,1,C,0,0,4,1,4,2,D,27.66393197513604,40.24626071467132,D,1,B,Нет,0
0,1,4,0,1,5,C,47.44395043363436,97.17820744147424,D,1,D,1,1,3,0,2,1,C,6.305718359905765,88.74300754687799,C,1,A,Нет,0
0,1,1,0,3,4,C,66.10490494677256,6.881562526138896,D,0,B,0,0,5,1,4,1,C,90.84959458567796,41.949786921245405,A,0,A,Нет,0
0,1,4,0,2,1,B,9.991567728178088,29.00297064438404,D,1,B,0,0,2,0,3,3,D,16.719761001384004,27.16056551908241,A,0,B,Нет,0
1,0,5,0,3,3,B,61.11209877717888,93.65206456112956,A,0,D,1,0,2,0,5,4,B,47.66340789162638,35.720672563177445,D,0,B,Нет,0
0,1,4,1,4,3,A,56.685247217691725,76.04619821238754,C,0,C,1,1,3,0,2,5,C,38.35852461592963,14.391649730278388,C,0,B,Нет,0
0,1,4,1,3,2,B,7.351216656080739,80.23193196038795,A,1,A,1,1,2,0,4,1,D,73.47445277375164,39.40523065119338,B,1,C,Нет,0
0,0,3,0,4,5,B,20.50784836701568,58.84026454590147,C,0,B,0,1,4,1,4,2,B,23.312933660786072,13.094350096270924,A,0,A,Нет,0
1,1,1,1,3,4,C,92.18057077230812,90.43180265986332,A,0,B,0,0,5,1,2,5,D,5.957023971403075,78.20042063971627,C,0,B,Нет,0
0,0,1,0,4,2,A,73.67076458269244,18.618513888079224,A,0,B,0,0,1,0,2,1,C,57.16826473258338,86.0914708513899,B,1,D,Нет,0
1,1,2,1,5,4,B,41.67568536761163,28.64325996907787,B,1,C,1,1,2,1,2,4,D,31.234371252822125,50.07135155629723,B,0,D,Да,0
0,0,2,1,1,5,D,64.16879697669089,43.64395823533427,A,0,B,1,0,3,0,1,4,C,99.0756937073652,26.16950288320005,C,0,C,Нет,0
1,0,2,0,3,3,B,9.214440532835187,40.09256871965889,B,0,B,1,1,3,1,5,4,D,19.660899115116493,49.35903206153747,B,1,C,Нет,0
0,0,4,1,5,3,A,46.66301805461869,55.99974293455324,C,1,A,1,1,4,0,4,1,A,8.637895878093637,6.855574251591346,A,0,D,Нет,0
1,0,4,0,1,5,A,29.69566069344488,13.446113241675684,D,0,A,1,0,3,1,5,1,C,35.48436010798912,65.63751693486486,A,1,D,Нет,0
1,1,3,0,4,1,C,37.08681144254847,36.45266635101784,C,1,A,1,0,4,1,2,4,B,65.3108409704318,9.909484028187345,C,1,B,Нет,0
0,0,2,0,2,4,B,82.46237321065412,71.33010309506662,B,0,B,0,0,3,1,5,2,D,0.5176911072752532,17.390647636002942,D,1,C,Нет,0
1,1,1,1,1,5,C,64.5419168311504,1.2041920209835075,A,0,A,1,1,4,1,4,3,A,34.08360018779022,3.302445158174105,C,1,C,Нет,0
0,1,5,1,3,3,A,12.087581546253112,13.277617472739369,B,1,C,0,1,5,1,3,5,D,22.937361516944065,9.252036696390933,D,0,C,Да,0
0,1,5,1,3,2,B,45.32978361255163,20.663343957018764,B,1,D,1,0,4,0,4,4,A,3.758686890056984,39.76175768246436,B,1,C,Нет,0
1,0,5,0,3,3,C,35.15083769576599,47.61079725250708,A,1,C,1,0,2,0,4,4,D,79.09303754308436,84.80874358493782,C,1,B,Нет,0
0,0,2,0,1,5,A,77.91284775829776,41.90155001800978,C,0,A,1,1,1,1,3,5,A,70.7162265665501,52.08283078066829,D,0,C,Нет,0
0,1,1,1,2,5,C,17.46502857700405,69.15109160689914,A,1,C,1,0,1,1,3,5,D,51.470443772802696,16.915660553242773,C,0,A,Нет,0
1,1,3,1,2,3,C,21.42694381108683,12.793952741480286,D,1,C,0,1,3,0,4,5,D,98.4262811265314,20.272031533713665,D,0,C,Нет,0
1,0,5,0,4,2,D,87.05986364988043,41.80885434106385,D,1,A,0,1,3,0,2,3,C,51.35406934125506,56.69743377098644,B,0,A,Нет,0
1,1,5,0,4,5,C,10.612528218864547,3.2608406804704337,D,1,B,0,1,4,0,1,1,A,25.6041983145077,24.43368738538122,B,0,D,Нет,0
1,1,5,1,1,1,B,83.6364963532554,44.92428612004717,B,1,C,1,0,5,0,2,1,A,0.6383286266218424,94.93369032865344,C,0,A,Нет,0
0,0,2,1,5,5,C,99.45322286294804,38.11848877895332,C,0,A,1,1,1,1,4,2,A,65.54385512979303,21.41264303144692,B,0,D,Нет,0
0,0,3,1,2,5,A,22.52381267670356,57.92468054482356,D,0,D,0,0,4,0,5,5,D,92.86952719968646,25.08016030219511,D,1,C,Нет,0
1,1,3,0,3,5,C,67.3984768857476,49.806359586742325,D,0,B,1,1,5,1,3,5,B,71.40994251543988,79.98100316218859,B,1,B,Нет,0
1,1,2,0,1,2,A,97.24408598026416,18.25801023655652,D,0,B,0,0,4,1,5,2,A,2.2955366346476214,81.14695002404376,A,0,B,Нет,0
1,0,1,0,1,5,D,79.35873046997378,37.96440167763383,D,0,B,0,0,4,0,5,2,A,45.02188013940953,10.195299993733176,C,1,B,Нет,0
1,1,5,1,4,2,B,23.248709583423462,78.49868329031742,A,0,D,1,0,2,0,5,4,A,37.523065820634905,82.8963846020271,C,0,A,Нет,0
1,1,2,0,5,4,B,35.64995198434363,58.97148305726984,D,0,B,1,1,3,0,1,3,A,1.1741759972981214,90.24212664449516,C,0,C,Нет,0
1,0,2,1,1,2,A,62.62060204730482,41.14621303933305,C,0,D,0,0,4,1,3,5,A,88.89861955511599,32.418334264997696,D,1,D,Нет,0
1,0,4,1,5,3,D,7.779938433374944,12.618150485495116,C,1,B,1,0,5,1,2,3,A,52.02703393747782,95.64902875661542,D,1,C,Нет,0
0,0,3,1,4,3,D,0.4714047610870797,98.57830540020048,C,0,C,1,1,5,1,4,1,B,70.1489534314946,6.816114527260375,C,0,C,Нет,0
0,1,1,1,3,5,B,60.09186623082171,14.731412567039117,D,0,A,0,1,2,1,5,4,C,30.60590643420622,16.71813404887237,D,0,A,Да,0
1,0,2,1,1,1,C,93.2164128988528,43.31146819918344,B,1,D,1,0,5,1,4,4,A,49.7111014301327,67.18024462439405,B,0,A,Нет,0
1,1,4,1,5,4,C,62.84368251062815,34.30183492123624,B,0,B,1,1,4,0,3,3,D,75.15793358774229,21.444143781040125,A,0,B,Нет,0
0,0,2,1,4,1,C,93.79665652020574,90.77801048072727,A,1,A,1,1,2,1,3,5,B,65.04584925337826,27.7755940088812,B,0,B,Нет,0
1,1,4,1,2,2,A,86.843606744873,35.43792182225496,B,1,B,0,0,4,0,2,3,D,32.053640014439,54.869026901060046,A,1,A,Нет,0
0,0,4,0,4,2,A,40.237723459388754,40.92919418478363,A,0,A,0,0,4,1,2,1,D,11.211499820734506,98.27371782553898,C,0,B,Нет,0
1,0,5,0,4,3,C,36.74099640575152,55.68494033760495,B,0,C,0,1,5,1,1,5,C,47.92905907078541,63.782161752264486,C,1,A,Нет,0
1,1,2,0,5,3,A,70.38603116693115,27.662969995972087,A,0,B,1,1,2,0,1,5,B,28.37950005178288,90.70443667120988,B,1,D,Нет,0
0,0,5,0,1,3,D,5.756749485119228,53.96972930253862,D,1,B,1,0,3,1,5,4,B,74.66769262185905,8.571873095639582,B,0,C,Нет,0
0,0,3,0,4,4,C,77.49822283914934,79.3271804640566,C,1,B,1,0,4,0,1,2,B,97.92301378402448,65.24477378167055,D,1,D,Нет,0
0,0,5,0,5,4,B,71.98184329344828,47.77680545838452,C,0,B,1,0,5,0,5,5,B,3.828552149755038,87.5173186608653,A,1,B,Да,0
1,0,3,1,4,3,A,21.28906051669579,40.79285332835552,A,0,D,1,1,5,0,2,5,A,25.303640004001405,58.54814273266305,B,1,A,Нет,0
0,0,3,1,4,1,D,32.935808659679985,46.72876223235424,D,0,B,1,0,2,1,2,4,A,28.74715404554481,71.7439238471446,D,0,C,Нет,0
1,0,2,0,5,3,A,6.164945752828322,23.57055277760128,A,1,D,1,0,2,0,1,5,A,76.2137334048068,94.84798461080295,B,0,B,Нет,0
0,0,5,0,4,4,D,81.11248361735642,12.320731742242309,D,0,B,1,1,2,1,4,1,D,76.28374273134924,52.82189314757637,C,0,D,Нет,0
1,1,1,0,3,5,A,31.793906668768777,18.442308745934245,C,0,C,1,1,5,0,1,4,A,78.93645728358581,5.331389225583816,B,1,C,Нет,0
0,0,5,0,5,3,B,2.3097077681213163,63.91692051744656,D,0,A,1,0,2,0,3,1,B,79.29549650704384,84.06448640890551,A,0,D,Нет,0
1,1,3,1,1,5,A,65.66024341823558,79.39218905965156,D,0,C,1,0,4,1,1,4,D,99.33587352372749,90.1488077954798,D,1,D,Нет,0
0,1,2,1,4,3,B,21.317646280993618,99.70997897151736,D,0,D,0,0,1,0,3,2,C,87.50391282626514,4.493867459242651,B,1,A,Нет,0
1,1,3,0,2,5,A,88.89837272266458,94.26630548491148,A,0,D,1,0,4,0,4,3,D,72.11531349181706,0.3946567431316716,D,1,D,Нет,0
1,0,3,0,5,4,C,95.123552092799,77.33414292777314,D,1,C,1,0,4,0,3,5,C,65.51561237169375,78.30152634036503,C,0,A,Нет,0
0,1,4,1,1,4,B,54.5497432195243,51.42017420210758,D,0,A,0,0,3,1,2,3,D,53.601624576158,43.79576192063526,B,1,C,Нет,0
1,0,5,1,4,3,B,12.33472711297846,29.82073398171769,D,0,B,0,0,1,1,1,1,A,95.64312721290857,78.43021749229213,D,0,B,Нет,0
1,1,2,0,2,5,B,36.85805335793125,56.144814143099055,C,0,B,1,0,2,0,4,4,C,49.45597515800563,32.002008728562934,D,1,B,Нет,0
1,0,2,1,4,2,D,5.500678983011809,46.517014378936864,A,0,B,1,0,4,1,3,4,A,93.4380927978956,82.19577201096553,C,0,A,Нет,0
1,1,3,1,4,3,C,0.5023832598299971,68.57574606166041,C,0,C,0,0,4,1,3,5,D,86.02995279995321,95.34342107831984,A,1,C,Нет,0
1,1,3,0,5,5,B,28.807004677146,50.51647631351284,D,1,B,0,1,4,1,1,1,B,40.58038875486061,72.06519076347035,D,0,C,Нет,0
1,1,1,1,4,3,D,8.73026913694651,77.10617852554851,B,0,D,1,0,2,0,3,4,B,95.88867326960865,44.47107781116982,D,0,D,Нет,0
0,1,1,0,4,3,A,57.080162247103125,48.86954179598659,D,0,D,1,1,3,0,3,2,C,61.243237678061725,6.325861392937792,D,1,A,Нет,0
1,1,1,0,2,3,D,59.233404118432944,9.961552675994124,B,1,B,1,1,4,1,4,2,A,53.18891624276328,10.126299549888373,D,0,B,Нет,0
1,1,2,0,5,1,A,6.922354433153433,27.91770159934042,D,1,B,0,0,3,0,3,1,D,51.98805644965279,99.93789878609309,B,0,A,Нет,0
0,0,2,0,5,3,C,73.42703131105195,43.40279824617049,B,1,D,0,0,4,1,2,2,D,71.78201075680118,75.63223281454826,A,1,B,Нет,0
0,0,2,1,4,3,B,6.402191430115101,3.62148879644344,C,0,A,0,0,5,1,5,5,D,47.8759270196047,56.59192652651753,D,0,A,Нет,0
0,1,4,1,3,1,D,95.41329679321424,61.09136682935631,D,1,C,0,1,2,1,1,2,C,46.49341082394262,16.93423862759659,B,0,A,Нет,0
0,0,1,0,1,5,A,3.709876387080857,72.99571089986763,C,0,A,0,0,5,0,2,5,D,52.64944183526106,93.85928285612172,A,0,B,Нет,0
0,1,1,0,3,2,C,65.6549032958622,7.748538633653634,D,0,A,1,0,3,0,5,4,D,53.06687830190222,82.15549798047128,C,0,A,Нет,0
0,0,5,1,2,5,A,57.9651429734619,58.22437094483091,A,1,A,1,0,3,0,4,3,B,24.989086275531022,59.06016488027127,A,1,D,Нет,0
1,1,4,1,1,4,D,26.498336394147625,42.88386388962462,C,1,A,0,1,3,0,4,5,A,36.1372735727955,53.6273012821099,A,0,C,Нет,0
0,0,3,1,5,1,C,48.01628993749919,70.62952474410245,C,1,A,1,0,4,0,2,2,D,84.06219832481162,29.946683024324685,B,1,C,Нет,0
0,0,3,1,2,5,C,7.4711158880750865,3.510699679412288,B,0,B,0,0,3,1,1,1,C,73.09581121492099,81.30672734138172,D,1,B,Да,0
0,0,4,0,3,4,B,81.69072444913377,82.3990055691168,D,1,B,1,1,4,1,5,2,D,71.97852857127984,14.2841831465632,B,1,C,Нет,0
1,1,4,1,5,3,C,35.33869075359658,86.49474455576717,D,1,B,0,0,3,1,5,3,C,8.37245819914748,35.92884289153755,B,0,B,Нет,0
0,0,1,0,2,5,A,34.43457816081129,72.40169738003789,D,0,A,1,1,3,0,1,1,D,73.13921664561151,70.92692887900009,B,1,D,Нет,0
1,0,1,0,4,3,B,81.65308701605049,45.52975568032146,D,1,C,1,0,2,0,5,3,A,55.9091978475124,10.494425460390476,A,1,A,Нет,0
1,1,4,1,4,3,D,80.7609849119983,5.338804287771637,C,1,D,0,0,1,0,5,1,C,51.14201836046771,81.2571241122703,D,0,D,Нет,0
0,0,2,1,1,5,C,1.3539750646392346,57.962568908615474,A,1,C,0,0,3,1,2,3,D,98.55791794054952,44.54009092343704,C,1,A,Нет,0
0,1,1,1,3,3,C,71.80643039974362,73.0809115371837,B,1,D,1,0,1,1,2,5,A,40.78952890591309,30.08571617086383,A,1,D,Нет,0
1,1,5,0,1,2,B,6.478772970082247,77.94487613957826,C,1,A,0,1,3,1,2,3,C,44.76352925563605,89.354226285742,D,0,A,Нет,0
1,1,4,1,1,5,C,74.98042719021716,36.799001991151336,A,1,B,1,1,5,0,5,3,A,84.69947080436397,18.02830928416067,D,1,B,Нет,0
0,1,3,0,1,3,C,44.83115420330304,45.967056474414,C,1,B,1,0,5,1,5,4,C,83.94222143609838,61.19718456132023,D,0,D,Нет,0
1,0,1,0,5,5,D,90.7035570060692,49.23056358321134,D,0,A,1,0,5,1,3,2,A,6.158982090019372,74.9986917289534,D,1,C,Нет,0
0,1,3,0,2,4,B,3.35202392500965,52.58309810716359,A,1,D,0,0,3,1,2,4,B,60.51865220449096,8.114207023682274,C,1,D,Да,0
0,1,2,0,1,2,B,48.67972680044823,65.16737199609807,C,0,A,1,1,5,0,2,4,C,57.39802591066835,25.11557761769486,B,1,B,Нет,0
1,0,4,1,3,3,C,44.68399864451173,3.314479019074157,B,1,C,1,1,2,0,4,4,D,9.363761682450232,29.34267517887923,C,1,B,Нет,0
0,1,4,0,3,2,A,60.29974320950651,41.601121079710026,A,1,C,0,0,1,1,2,4,A,75.95073307004046,56.68968197847656,A,0,B,Нет,0
0,0,1,0,4,3,A,83.28548098168677,11.22787952420966,B,1,A,1,1,5,0,5,2,A,47.36082958783646,47.759142867214535,B,1,A,Нет,0
1,1,4,1,5,4,A,65.17273038043551,71.0669594804774,C,1,C,1,1,3,0,3,4,B,88.41233414704006,81.39277492052238,C,0,B,Нет,0
0,1,4,1,3,1,D,46.10398843451031,18.906135561862506,D,0,B,0,1,5,0,2,2,B,76.86426204267102,34.407440824652724,B,0,A,Нет,0
0,0,3,1,2,5,D,26.42790991497585,76.58671807012801,B,1,B,0,1,5,0,4,4,B,49.146397269796125,82.59101081378395,A,1,B,Нет,0
0,1,5,1,5,5,D,12.855881487890509,20.017900448959537,D,1,B,1,1,3,1,1,4,D,13.82658859170819,85.63643833465446,A,0,C,Нет,0
0,0,4,1,4,3,A,57.66707303620864,99.9985669874259,C,0,D,0,0,1,1,2,3,C,60.337559949415486,1.541180395049624,D,1,C,Нет,0
0,1,5,0,1,4,A,18.513121375736983,85.82231657268963,D,1,C,1,1,2,0,5,5,B,62.9773556037868,8.29125739073282,D,1,B,Нет,0
0,1,5,0,4,1,A,53.40500288710876,71.39858028269728,A,0,A,1,0,1,0,4,1,C,37.90929253664682,82.86478480709837,B,0,A,Нет,0
1,0,5,0,3,3,A,32.26697293665084,45.14427130206631,D,0,C,0,1,2,1,5,1,D,3.514271624711951,62.06476590497802,D,0,C,Нет,0
0,1,1,1,4,1,B,12.736133202430487,69.86085208889419,A,0,A,1,0,5,1,2,5,C,72.72556195549569,93.16621949891751,C,0,D,Нет,0
1,0,1,1,2,5,A,55.34169103358928,6.626313549047779,D,0,B,1,1,4,0,3,2,D,99.68414282958534,55.04602296502886,D,0,C,Нет,0
0,1,4,1,4,3,C,59.83737909004003,19.79710313993722,C,1,D,1,1,3,1,3,3,D,32.81323318094165,69.8570492366434,C,0,D,Нет,0
1,0,1,1,3,1,A,3.5573887347991384,33.40856575611183,B,1,C,1,1,5,1,3,2,D,19.765691798445665,33.402109585024576,B,1,C,Да,0
1,0,1,0,1,4,B,61.526965387041486,3.6306467435485046,B,0,C,1,1,1,1,5,3,B,4.132987974374114,77.65564446497413,B,1,B,Нет,0
1,0,2,1,2,2,D,71.60339367150829,27.87503894498158,D,0,A,0,0,3,0,2,1,D,38.26883346465677,49.8604703731371,A,1,C,Нет,0
1,1,4,0,3,3,B,35.02064211068928,37.19925788021142,B,0,A,1,0,3,0,1,4,B,67.16180156986388,32.83822201993587,D,0,C,Нет,0
0,0,1,1,5,3,B,13.524546226653012,21.15857652014676,B,0,A,0,1,3,1,1,5,A,23.9421353960098,25.6921741045306,A,0,B,Нет,0
